latitude,longitude,total_rooms,house_value
37.74,-122.49,2189,321300
37.74,-122.48,2285,323100
37.74,-122.48,2166,314300
37.74,-122.48,2841,335000
37.73,-122.49,1190,438500
37.74,-122.49,1186,340800
37.74,-122.49,2442,317700
37.74,-122.49,2302,315200
37.73,-122.48,1597,500001
37.73,-122.48,2382,371500
37.73,-122.49,1937,369400
37.73,-122.49,1399,433300
37.73,-122.49,1821,406200
37.73,-122.48,3195,350000
37.72,-122.47,1176,350000
37.71,-122.48,3850,400000
37.72,-122.48,1405,187500
37.72,-122.48,2403,112500
37.76,-122.5,2018,307700
37.76,-122.5,2108,316200
37.76,-122.5,1993,295600
37.76,-122.5,1408,296300
37.76,-122.5,1491,278800
37.75,-122.5,1672,291500
37.75,-122.5,2373,283200
37.76,-122.51,2345,268900
37.76,-122.51,2527,274200
37.76,-122.51,2320,260800
37.76,-122.5,2226,284100
37.76,-122.5,1673,272300
37.75,-122.5,1620,270200
37.75,-122.5,1819,271800
37.76,-122.54,1592,272200
37.75,-122.5,1739,286300
37.74,-122.5,2310,297800
37.74,-122.5,1771,296600
37.74,-122.49,1472,300000
37.74,-122.5,2374,275700
37.74,-122.5,2527,275700
37.75,-122.5,2298,272400
37.74,-122.5,2792,272800
37.74,-122.5,1667,273700
37.74,-122.5,2082,268100
37.74,-122.54,2006,271100
37.79,-122.46,2005,500001
37.78,-122.46,2165,350000
37.78,-122.46,2594,350000
37.79,-122.46,2059,500001
37.78,-122.46,3429,500001
37.78,-122.47,1485,307100
37.78,-122.47,2635,416700
37.79,-122.47,2844,500001
37.79,-122.47,437,500001
37.79,-122.47,2383,483300
37.78,-122.47,2388,443300
37.78,-122.47,1941,396400
37.78,-122.48,2835,375000
37.79,-122.48,4683,457800
37.78,-122.48,3371,335300
37.78,-122.49,3028,322900
37.78,-122.49,3304,352200
37.79,-122.48,1647,500001
37.79,-122.49,3146,500001
37.79,-122.49,2488,500001
37.78,-122.46,4140,376800
37.78,-122.46,2632,441700
37.78,-122.46,2051,375000
37.78,-122.46,3088,360700
37.77,-122.46,3193,402900
37.77,-122.47,2241,398400
37.78,-122.47,2275,421300
37.78,-122.47,2169,446900
37.78,-122.47,2951,422400
37.78,-122.47,3021,414600
37.78,-122.47,2042,404700
37.77,-122.47,3143,366700
37.78,-122.48,3047,337200
37.78,-122.48,2666,393800
37.77,-122.48,2556,348500
37.78,-122.48,2159,346400
37.78,-122.48,2910,311400
37.78,-122.49,2695,329100
37.78,-122.49,3440,356300
37.77,-122.49,2342,369200
37.77,-122.5,2433,359500
37.78,-122.49,2050,318500
37.78,-122.49,2723,328400
37.78,-122.49,2176,500001
37.78,-122.5,1922,348500
37.77,-122.5,1769,324700
37.77,-122.5,2299,336700
37.77,-122.5,2739,322900
37.78,-122.5,2646,332800
37.78,-122.51,2564,351100
37.78,-122.51,2496,342200
37.79,-122.55,2131,322200
37.81,-122.47,6927,500001
37.79,-122.5,8,500001
37.72,-122.54,2975,318900
37.72,-122.42,4219,212800
37.72,-122.36,479,180400
37.74,-122.39,126,225000
37.75,-122.4,54,225000
37.71,-122.38,1088,207100
37.71,-122.4,1649,223700
37.96,-121.28,1942,52500
37.95,-121.28,1200,52500
37.95,-121.28,1026,63300
37.96,-121.29,888,112500
37.96,-121.29,287,75000
37.95,-121.29,761,87500
37.95,-121.3,674,45000
37.95,-121.29,107,22500
37.96,-121.3,1212,76800
37.96,-121.31,1112,77600
37.97,-121.29,1610,110200
37.96,-121.29,1778,103100
37.96,-121.29,1669,92300
37.96,-121.3,2668,110400
37.96,-121.3,1475,105100
37.96,-121.3,1354,97400
37.96,-121.31,2654,107600
37.96,-121.31,1829,92600
37.97,-121.28,2348,66000
37.96,-121.27,1624,61300
37.95,-121.27,557,59000
37.95,-121.27,1318,54600
37.94,-121.27,512,52000
37.94,-121.28,1406,56800
37.94,-121.28,1766,52700
37.95,-121.29,288,42500
37.94,-121.29,2827,63800
37.95,-121.32,964,43000
37.94,-121.31,375,45000
37.94,-121.3,452,60800
37.94,-121.3,24,67500
37.94,-121.32,40,55000
37.96,-121.31,1938,118400
37.96,-121.32,1700,87200
37.96,-121.32,1832,88100
37.96,-121.33,1619,80300
37.96,-121.34,1839,59400
37.95,-121.32,747,62100
37.96,-121.32,123,50000
37.97,-121.34,2493,94600
37.96,-121.34,2830,113700
37.97,-121.35,3656,93900
37.96,-121.36,614,247400
37.96,-121.35,1343,189900
37.98,-121.32,3247,94100
37.98,-121.33,3113,84600
37.97,-121.33,3166,91600
37.97,-121.32,2270,87800
37.97,-121.32,2453,88800
37.96,-121.33,1727,92600
37.97,-121.33,1511,87400
37.97,-121.33,1953,90800
37.98,-121.31,3386,141500
37.97,-121.3,2980,113600
37.97,-121.31,1824,183700
37.97,-121.31,2604,123100
37.98,-121.29,625,65400
37.97,-121.29,2995,98800
37.98,-121.29,2501,76700
37.98,-121.3,2373,98300
37.97,-121.3,2259,105400
37.99,-121.29,930,90600
37.99,-121.29,1271,81300
37.99,-121.3,2375,87500
37.98,-121.3,3375,93800
37.99,-121.28,495,55700
37.98,-121.26,3274,55700
37.98,-121.27,2608,70000
37.98,-121.27,1005,72800
37.98,-121.28,941,69900
37.99,-121.29,965,75200
37.97,-121.27,1023,54400
37.96,-121.26,527,63600
37.96,-121.27,948,52700
37.96,-121.27,583,54200
37.98,-121.26,1633,54200
37.98,-121.25,1765,48300
37.97,-121.26,1189,50500
37.97,-121.25,1288,63100
37.96,-121.26,940,62300
37.97,-121.26,2398,69800
37.97,-121.25,855,75000
37.96,-121.26,1511,63500
37.95,-121.25,1703,55300
37.95,-121.26,819,59300
37.95,-121.26,1841,62000
37.96,-121.27,461,54000
37.96,-121.26,535,62800
37.96,-121.25,2205,68300
37.96,-121.24,874,57700
37.95,-121.25,2001,62200
37.95,-121.24,361,63800
37.94,-121.25,1509,65900
37.94,-121.24,2232,113600
37.93,-121.24,1185,65000
37.94,-121.25,964,55900
37.93,-121.25,1673,48300
37.93,-121.26,2109,53000
37.94,-121.26,1610,51700
37.93,-121.27,1451,61200
37.94,-121.28,2680,56700
37.92,-121.28,499,60300
37.94,-121.28,2806,57700
37.93,-121.29,2488,59100
37.93,-121.29,1438,61800
37.93,-121.28,1491,67800
37.92,-121.28,1061,61600
37.92,-121.29,1096,73100
37.91,-121.28,820,65900
37.93,-121.31,1556,81400
37.92,-121.3,3308,73900
37.98,-121.24,450,80400
37.97,-121.24,886,67200
37.96,-121.24,1175,57700
37.96,-121.23,2351,57200
37.96,-121.23,2204,59200
37.95,-121.23,811,89200
37.97,-121.22,1514,58400
37.96,-121.22,1737,56400
37.96,-121.22,1484,72100
37.92,-121.25,2109,66000
37.92,-121.23,590,85700
38.0,-121.36,4535,225800
38.0,-121.35,3564,152400
38.0,-121.35,1649,123800
38.01,-121.37,2430,242000
38.01,-121.35,2682,94400
38.01,-121.36,926,173300
38.01,-121.36,2178,87100
38.01,-121.36,1080,166900
38.01,-121.34,2033,175000
38.01,-121.33,1612,155100
38.0,-121.34,3877,129200
38.0,-121.33,4474,98900
38.01,-121.33,1383,151900
38.01,-121.32,1903,96400
38.01,-121.32,391,102800
38.0,-121.32,1795,101500
38.0,-121.32,2105,87500
38.0,-121.33,3731,119600
37.99,-121.33,4472,175900
37.99,-121.34,4487,194600
37.99,-121.34,3111,234700
37.99,-121.31,3103,110300
37.98,-121.32,1591,94600
37.98,-121.33,2370,176500
37.98,-121.33,1564,150000
37.99,-121.36,1801,134900
37.98,-121.34,2628,191700
38.02,-121.33,2854,136400
38.02,-121.34,4375,133800
38.02,-121.33,1466,162100
38.02,-121.33,1964,119800
38.03,-121.34,4213,130800
38.03,-121.33,1708,130600
38.04,-121.36,2477,162100
38.04,-121.35,4303,159100
38.04,-121.35,6217,146000
38.04,-121.36,2167,148200
38.05,-121.34,667,244700
38.04,-121.34,3295,146400
38.04,-121.33,1933,142700
38.03,-121.33,629,126700
38.03,-121.32,4045,143100
38.04,-121.33,2903,145600
38.04,-121.33,1421,153900
38.03,-121.35,1904,155700
38.03,-121.34,2707,133500
38.02,-121.35,1665,132300
38.03,-121.35,3158,131300
38.03,-121.36,2356,138800
38.02,-121.35,3583,140700
38.02,-121.36,2229,206100
38.03,-121.36,3461,78700
38.04,-121.32,249,92800
38.03,-121.31,3050,105300
38.03,-121.32,2474,98400
38.02,-121.32,2851,99100
38.03,-121.31,4893,110000
38.0,-121.29,4038,112300
37.99,-121.31,3135,105300
38.0,-121.3,3706,100000
38.01,-121.3,2289,100000
38.0,-121.3,2918,116200
38.0,-121.31,2097,108400
38.0,-121.31,908,131900
38.02,-121.31,4157,92100
38.01,-121.3,2547,95500
38.02,-121.32,3251,104800
38.01,-121.31,2101,101600
38.01,-121.31,2575,90500
38.04,-121.3,2668,117600
38.03,-121.3,1014,102800
38.03,-121.3,1409,107700
38.04,-121.29,2128,97300
38.03,-121.29,4356,91100
38.03,-121.28,3585,94100
38.03,-121.29,2021,111300
38.03,-121.28,826,107400
38.02,-121.29,2006,99000
38.02,-121.3,2717,106300
38.03,-121.3,2866,95000
38.02,-121.3,1515,87500
38.0,-121.29,1392,124500
38.01,-121.29,6403,137900
38.02,-121.28,1868,95900
38.01,-121.29,69,120800
38.05,-121.27,378,82800
38.02,-121.27,342,155000
38.05,-121.3,122,112500
38.05,-121.25,1967,106800
38.04,-121.25,3080,201800
38.01,-121.25,2397,112500
38.04,-121.23,1829,247900
38.04,-121.22,343,212500
38.03,-121.25,2465,220700
38.0,-121.22,1841,162100
38.01,-121.24,1526,125000
38.0,-121.25,446,135000
37.99,-121.26,429,87500
38.0,-121.24,1471,126800
37.99,-121.23,523,153100
37.98,-121.23,849,181300
37.97,-121.2,440,157700
38.04,-121.19,703,177100
38.03,-121.16,253,156300
38.02,-121.2,608,125000
37.99,-121.18,2450,130900
37.97,-121.17,1374,130400
37.95,-121.23,2081,59000
37.93,-121.19,1621,99700
37.94,-121.23,268,150000
37.93,-121.22,336,121400
37.95,-121.22,1055,76900
37.96,-121.18,411,146900
37.9,-121.24,50,137500
37.88,-121.26,465,158300
37.9,-121.28,371,55700
37.88,-121.27,968,83600
37.87,-121.27,1010,104000
37.9,-121.31,226,125000
37.89,-121.29,161,162500
37.87,-121.29,488,103100
37.87,-121.23,98,162500
37.94,-121.49,1860,162500
37.88,-121.38,1158,156300
38.13,-121.47,3192,123500
38.22,-121.42,1507,96300
38.15,-121.36,2051,185700
38.16,-121.32,2049,240800
38.13,-121.32,3136,186900
38.09,-121.35,1706,147200
38.15,-121.32,5428,130100
38.12,-121.23,393,178100
38.11,-121.23,561,202800
38.09,-121.23,633,230000
38.09,-121.26,930,155000
38.09,-121.3,335,175000
38.07,-121.29,1185,204500
38.07,-121.25,2103,152800
38.14,-121.29,836,127400
38.14,-121.3,3507,120700
38.14,-121.29,2770,101800
38.14,-121.29,1500,110800
38.13,-121.29,1008,113500
38.13,-121.3,1004,116700
38.13,-121.3,2864,131800
38.15,-121.29,4183,175300
38.14,-121.28,3278,99500
38.14,-121.27,3557,86900
38.14,-121.27,929,137500
38.14,-121.28,2803,128800
38.13,-121.28,1892,143200
38.13,-121.27,1081,114100
38.13,-121.27,2402,98200
38.13,-121.28,3366,125400
38.12,-121.28,3268,110700
38.12,-121.27,2356,108000
38.13,-121.29,3168,154800
38.13,-121.3,2256,153700
38.12,-121.29,1534,132500
38.12,-121.3,1792,229300
38.11,-121.3,5979,171700
38.11,-121.27,3163,103000
38.11,-121.28,2974,136800
38.11,-121.27,2039,120100
38.1,-121.28,2432,133100
38.1,-121.29,1551,163300
38.13,-121.27,2614,70700
38.12,-121.27,2232,87800
38.13,-121.26,1419,68800
38.12,-121.26,1818,73800
38.13,-121.25,1305,91100
38.11,-121.26,2058,150900
38.11,-121.26,2770,115100
38.14,-121.25,1174,133300
38.14,-121.26,3371,116800
38.13,-121.27,2607,82900
38.13,-121.26,2549,83100
38.22,-121.24,2593,113000
38.16,-121.22,4411,151200
38.17,-121.28,1337,244200
38.21,-121.32,2643,146700
38.16,-121.16,1953,122500
38.16,-121.14,2591,113900
38.25,-121.06,651,200000
38.21,-121.15,4176,174200
38.14,-121.05,3326,166300
38.19,-121.09,762,105000
38.13,-121.19,2400,165200
38.07,-121.18,2333,161100
38.0,-120.97,1683,176900
37.93,-121.05,2474,156500
38.04,-121.11,1083,187500
38.03,-121.09,2064,152200
38.0,-121.12,683,158900
37.8,-120.99,2564,113400
37.8,-121.0,4030,141300
37.79,-120.98,2458,110900
37.84,-120.97,2368,141900
37.77,-120.96,2262,157600
37.78,-121.04,2916,200000
37.86,-121.06,1713,169400
37.74,-121.13,677,97100
37.74,-121.13,409,90900
37.73,-121.12,1107,102200
37.74,-121.13,2376,134600
37.73,-121.13,1126,125900
37.74,-121.11,3886,182700
37.8,-121.1,1853,149000
37.76,-121.11,2606,192100
37.73,-121.16,4956,139000
37.76,-121.25,2430,182400
37.72,-121.22,2123,165600
37.81,-121.22,2879,126100
37.8,-121.22,2608,94400
37.8,-121.22,1038,91900
37.81,-121.21,2404,124300
37.8,-121.21,699,94200
37.8,-121.21,300,120800
37.8,-121.21,370,101800
37.79,-121.21,811,96900
37.8,-121.21,1862,99200
37.81,-121.21,1883,172100
37.8,-121.2,3264,135300
37.8,-121.2,1698,130800
37.79,-121.2,866,101500
37.8,-121.2,311,101800
37.81,-121.21,3667,163900
37.88,-121.17,1283,111800
37.82,-121.17,2506,197600
37.83,-121.2,3415,161400
37.81,-121.2,395,212500
37.81,-121.19,4019,175000
37.79,-121.18,1326,112500
37.78,-121.2,58,106300
37.78,-121.23,273,158300
37.79,-121.24,5151,195000
37.79,-121.27,1853,173900
37.8,-121.22,335,74100
37.79,-121.22,1052,105000
37.79,-121.22,2152,101900
37.79,-121.23,1922,117900
37.79,-121.22,3107,169400
37.79,-121.23,1985,116800
37.8,-121.23,2451,130800
37.81,-121.24,3883,161000
37.81,-121.23,2906,137100
37.81,-121.22,1811,121500
37.82,-121.22,4452,141500
37.81,-121.23,2085,149300
37.82,-121.23,1289,138500
37.82,-121.23,1847,155300
37.84,-121.23,1347,155700
37.82,-121.24,6169,157900
37.85,-121.3,1034,120000
37.81,-121.31,284,179200
37.8,-121.29,110,475000
37.82,-121.27,1170,127500
37.83,-121.28,696,86300
37.82,-121.28,9205,119400
37.77,-121.37,2610,222800
37.74,-121.4,2706,322400
37.78,-121.43,807,163500
37.77,-121.48,2364,274200
37.75,-121.52,1544,327300
37.73,-121.46,2039,222900
37.72,-121.45,2239,240200
37.7,-121.44,1365,215100
37.71,-121.42,8297,170700
37.76,-121.42,5501,162100
37.75,-121.42,1999,121400
37.74,-121.42,818,133500
37.74,-121.42,773,152500
37.74,-121.42,796,153200
37.75,-121.42,1329,128700
37.75,-121.43,1280,132000
37.75,-121.43,1717,127300
37.75,-121.43,1207,117600
37.74,-121.43,876,119800
37.74,-121.43,859,110400
37.75,-121.43,1912,125000
37.76,-121.43,2125,147600
37.76,-121.44,7264,194800
37.75,-121.45,3846,164800
37.74,-121.44,1875,141700
37.75,-121.44,918,151300
37.75,-121.44,2229,170600
37.74,-121.42,1393,103100
37.74,-121.43,966,108300
37.74,-121.43,994,111500
37.74,-121.44,456,112500
37.73,-121.44,8363,208100
37.73,-121.43,1718,134700
37.73,-121.42,2682,196700
37.72,-121.29,1630,63000
37.67,-121.32,1494,250000
37.58,-121.47,1594,294000
35.69,-120.9,5020,248700
35.76,-120.93,8997,154300
35.76,-120.7,1914,90600
35.65,-120.69,3487,144900
35.64,-120.69,2564,114000
35.62,-120.69,3044,140000
35.62,-120.69,3451,161700
35.63,-120.72,3476,195200
35.63,-120.67,2690,256700
35.62,-120.67,12779,168100
35.59,-120.63,5782,113500
35.65,-120.64,3466,158200
35.74,-120.47,4267,162700
35.56,-120.29,4760,142100
35.6,-120.6,4461,206900
35.52,-121.11,6044,264600
35.55,-121.14,5383,271200
35.58,-121.12,4109,320800
35.4,-120.92,2059,278800
35.38,-120.85,3493,184200
35.39,-120.86,1664,188300
35.4,-120.86,2787,186200
35.41,-120.87,2168,278100
35.42,-120.94,3418,279400
35.44,-120.95,6346,283600
35.37,-120.85,1033,226900
35.36,-120.83,4323,266800
35.35,-120.84,2863,221100
35.37,-120.84,3279,200000
35.37,-120.89,2046,227300
35.33,-120.84,3276,207800
35.33,-120.83,4155,192700
35.32,-120.82,3522,215800
35.32,-120.83,3252,183200
35.32,-120.84,2419,189600
35.33,-120.9,1576,266300
35.32,-120.84,4197,183900
35.31,-120.84,3100,196100
35.3,-120.84,2062,317700
35.31,-120.82,3924,293900
35.33,-120.8,2200,330000
35.6,-121.1,3389,204500
35.29,-120.65,1940,249600
35.29,-120.66,1932,253600
35.29,-120.66,2272,195000
35.3,-120.67,1540,500001
35.32,-120.65,626,300000
35.28,-120.62,3952,328800
35.29,-120.65,1785,222900
35.28,-120.65,896,165900
35.27,-120.65,2034,258900
35.27,-120.65,2365,225900
35.26,-120.64,3298,221500
35.27,-120.63,1630,251300
35.29,-120.66,2163,233300
35.28,-120.66,2773,209600
35.28,-120.66,2054,206300
35.27,-120.65,2254,227100
35.27,-120.66,2217,192600
35.27,-120.66,1664,174200
35.27,-120.66,2719,208200
35.26,-120.66,5540,226200
35.3,-120.67,4202,231700
35.31,-120.7,3504,337000
35.29,-120.68,1354,225000
35.28,-120.69,4225,247000
35.29,-120.67,2236,219300
35.26,-120.69,1248,221800
35.28,-120.7,3768,239900
35.27,-120.71,2568,331600
35.26,-120.68,1704,208000
35.25,-120.69,4210,262500
35.32,-120.7,118,350000
35.24,-120.52,4413,253300
35.25,-120.68,4208,233700
35.34,-120.69,164,42500
35.19,-120.81,3414,336200
35.2,-120.66,5138,380000
35.14,-120.7,5805,357800
35.14,-120.68,3100,245900
35.13,-120.66,2666,236100
35.13,-120.63,2680,55000
35.15,-120.64,7922,275000
35.13,-120.59,6638,295500
35.13,-120.56,5818,267600
35.12,-120.57,1656,195200
35.11,-120.57,2920,156800
35.11,-120.59,3642,205400
35.12,-120.6,3342,217700
35.12,-120.61,1671,163800
35.12,-120.59,3055,179700
35.11,-120.6,2495,153000
35.11,-120.59,3098,197800
35.12,-120.61,1486,165400
35.13,-120.61,3431,190400
35.12,-120.61,3430,162000
35.11,-120.61,3733,158500
35.12,-120.65,2949,178100
35.13,-120.62,3971,209900
35.11,-120.62,2241,155800
35.12,-120.62,1240,160000
35.1,-120.66,1583,268300
35.1,-120.61,2919,142100
35.1,-120.61,2799,143600
35.1,-120.6,3290,178200
35.0,-120.58,523,106300
35.06,-120.61,2364,273100
35.07,-120.56,6788,280200
35.06,-120.52,1317,329700
35.1,-120.3,2819,270800
35.17,-120.43,947,315000
35.18,-120.57,5209,346100
35.05,-120.48,2314,152600
35.04,-120.47,1315,144800
35.03,-120.5,10463,277300
35.02,-120.48,2721,204800
35.52,-120.69,2758,181400
35.51,-120.68,1701,209100
35.5,-120.68,3369,173800
35.5,-120.67,2752,175000
35.5,-120.66,1861,163900
35.49,-120.66,4422,171300
35.48,-120.65,2310,166900
35.46,-120.64,5876,146400
35.49,-120.69,2666,222400
35.48,-120.68,2608,205800
35.48,-120.67,2339,176100
35.47,-120.66,2474,184800
35.46,-120.66,3748,225600
35.55,-120.7,3979,172100
35.52,-120.76,9613,250600
35.5,-120.71,3098,292900
35.48,-120.56,4161,267500
35.2,-119.93,1649,69800
35.35,-120.49,3043,158600
35.41,-120.65,6725,261600
35.47,-120.64,416,117200
37.68,-122.4,3595,253400
37.68,-122.4,2267,272200
37.69,-122.32,592,315200
37.7,-122.41,1817,214200
37.71,-122.42,2080,215300
37.71,-122.43,4299,290400
37.7,-122.43,1733,281700
37.7,-122.44,3523,258100
37.7,-122.45,2193,230100
37.71,-122.45,1441,233700
37.71,-122.45,2244,251500
37.7,-122.45,6457,267000
37.7,-122.46,1028,238600
37.69,-122.46,1983,266700
37.7,-122.46,3029,243200
37.7,-122.47,3290,238600
37.71,-122.46,364,214300
37.71,-122.46,1799,239900
37.7,-122.46,876,235900
37.7,-122.47,2034,236500
37.71,-122.47,1046,224400
37.71,-122.46,2076,232100
37.7,-122.48,4167,307000
37.7,-122.48,4492,297900
37.71,-122.48,3615,314200
37.71,-122.48,1048,417600
37.7,-122.54,3988,292500
37.67,-122.49,5275,266400
37.68,-122.49,2405,238000
37.67,-122.49,3795,260300
37.7,-122.49,1946,287700
37.69,-122.49,1344,275600
37.69,-122.48,2347,264300
37.69,-122.49,2644,277000
37.69,-122.49,2576,272800
37.7,-122.47,737,281300
37.69,-122.47,2447,239100
37.69,-122.47,837,258800
37.69,-122.48,2993,252400
37.69,-122.48,2661,257500
37.69,-122.46,4302,277700
37.68,-122.46,2812,229400
37.69,-122.47,1720,256100
37.69,-122.47,1954,304500
37.68,-122.47,4077,306700
37.68,-122.48,3506,268700
37.67,-122.48,2897,303700
37.67,-122.48,2609,294500
37.68,-122.49,3718,270800
37.67,-122.48,3395,319700
37.69,-122.45,2359,87500
37.67,-122.45,491,238600
37.67,-122.47,5689,304300
37.66,-122.47,4172,297900
37.67,-122.46,3372,146500
37.66,-122.46,6082,284700
37.65,-122.46,2751,322900
37.67,-122.45,1664,246400
37.66,-122.45,2738,263300
37.66,-122.46,2535,260900
37.66,-122.45,5456,280700
37.65,-122.44,5277,276200
37.66,-122.43,3541,278400
37.66,-122.44,5108,252600
37.66,-122.44,1447,265600
37.67,-122.44,1814,268400
37.67,-122.42,2274,226300
37.66,-122.41,2155,250700
37.66,-122.42,2189,302600
37.66,-122.42,3520,273500
37.66,-122.42,725,327600
37.66,-122.41,1385,246700
37.66,-122.41,1075,242500
37.66,-122.41,1294,218800
37.66,-122.41,694,237500
37.66,-122.41,431,233300
37.65,-122.41,3436,232400
37.66,-122.42,3253,244000
37.66,-122.43,1769,281500
37.65,-122.42,4402,239800
37.64,-122.43,8400,301000
37.64,-122.43,4091,272700
37.64,-122.45,6326,353300
37.64,-122.46,2806,353700
37.65,-122.46,8676,262000
37.64,-122.46,3523,251200
37.65,-122.47,8103,236200
37.66,-122.53,7778,272400
37.65,-122.53,4582,275000
37.65,-122.48,3348,227400
37.63,-122.49,3109,263900
37.63,-122.49,696,254100
37.63,-122.49,1256,234600
37.63,-122.53,2589,228200
37.64,-122.48,120,281000
37.61,-122.47,4551,279300
37.62,-122.54,1481,262100
37.59,-122.49,2683,262500
37.59,-122.5,1521,237500
37.6,-122.5,2197,241700
37.59,-122.55,1331,345500
37.58,-122.51,64,450000
37.6,-122.49,3507,270600
37.59,-122.48,5889,273000
37.57,-122.48,4648,249000
37.59,-122.46,12902,325800
37.63,-122.46,6728,280400
37.62,-122.45,3507,344600
37.63,-122.45,4946,302100
37.63,-122.44,5113,281300
37.63,-122.43,4135,342300
37.61,-122.43,10252,344500
37.62,-122.41,1464,284100
37.61,-122.41,2975,273600
37.61,-122.42,1866,341300
37.62,-122.42,1355,324700
37.62,-122.42,1545,308100
37.61,-122.42,1040,137500
37.63,-122.42,1811,292900
37.62,-122.42,2367,319000
37.62,-122.42,1017,306800
37.62,-122.42,1538,317900
37.62,-122.41,3119,242700
37.62,-122.4,3586,253000
37.63,-122.41,4220,242500
37.64,-122.42,98,212500
37.63,-122.43,2748,144200
37.63,-122.42,66,275000
37.63,-122.41,1252,228500
37.63,-122.41,865,229100
37.62,-122.4,1619,224200
37.64,-122.41,1204,215400
37.61,-122.4,2084,318400
37.6,-122.38,2577,265100
37.6,-122.39,1770,273100
37.61,-122.41,1602,336400
37.61,-122.41,1934,347400
37.6,-122.41,4424,412000
37.6,-122.42,3562,405100
37.6,-122.41,2754,466900
37.59,-122.41,3931,450000
37.59,-122.41,2401,422400
37.6,-122.4,5351,369300
37.6,-122.4,1380,420300
37.6,-122.39,2304,387100
37.6,-122.39,707,340900
37.59,-122.39,4497,500001
37.59,-122.4,2754,500001
37.59,-122.38,3052,457700
37.59,-122.38,2089,459200
37.58,-122.39,6026,500001
37.58,-122.4,3281,500001
37.59,-122.39,2064,500001
37.57,-122.39,520,450000
37.6,-122.37,15,350000
37.59,-122.37,4645,353800
37.59,-122.38,1657,378100
37.59,-122.37,2272,500000
37.58,-122.37,2188,500000
37.58,-122.38,1704,500001
37.58,-122.38,2039,500001
37.58,-122.36,3084,374200
37.58,-122.36,3325,434000
37.58,-122.37,2506,500001
37.58,-122.37,1900,500001
37.59,-122.34,1395,386400
37.58,-122.33,2362,359900
37.58,-122.34,2784,372200
37.58,-122.35,2495,410800
37.59,-122.36,2638,350600
37.58,-122.35,5039,345000
37.58,-122.35,854,375000
37.57,-122.34,2647,433800
37.57,-122.35,2059,500001
37.58,-122.37,2697,500001
37.57,-122.36,1774,500001
37.56,-122.36,4684,500001
37.56,-122.37,7189,500001
37.56,-122.34,3562,500001
37.55,-122.34,4470,500001
37.54,-122.36,6184,500001
37.56,-122.35,1659,500001
37.57,-122.34,2635,500001
37.57,-122.34,2547,500001
37.57,-122.35,2170,500001
37.57,-122.34,3751,300000
37.57,-122.33,2543,318400
37.57,-122.33,3085,290000
37.58,-122.33,5144,287900
37.58,-122.33,2784,285400
37.6,-122.31,3225,273000
37.58,-122.31,1990,258300
37.57,-122.31,1165,267300
37.58,-122.33,1772,233100
37.57,-122.32,2574,237900
37.57,-122.32,3384,234800
37.57,-122.32,499,256300
37.57,-122.31,3157,292600
37.56,-122.32,537,250000
37.57,-122.33,2126,283300
37.56,-122.32,1150,237500
37.56,-122.33,6394,500001
37.56,-122.32,2016,500001
37.56,-122.32,2339,415000
37.56,-122.33,1975,500001
37.55,-122.32,2501,500001
37.55,-122.33,2565,500001
37.55,-122.34,2465,500001
37.56,-122.31,2351,356900
37.55,-122.31,900,296400
37.55,-122.32,1437,369700
37.55,-122.32,2151,397100
37.55,-122.33,2199,500001
37.54,-122.32,3661,407200
37.53,-122.34,3339,464600
37.53,-122.33,4493,413000
37.53,-122.35,2169,453100
37.52,-122.34,3559,411200
37.53,-122.33,1729,458500
37.52,-122.32,6645,480800
37.53,-122.3,1338,376600
37.53,-122.3,1833,384200
37.53,-122.3,984,376800
37.52,-122.31,1817,457200
37.53,-122.31,1160,379100
37.54,-122.3,4292,340500
37.53,-122.3,1748,337800
37.53,-122.29,839,368200
37.54,-122.31,1222,396900
37.54,-122.31,2444,388200
37.53,-122.31,1608,361700
37.53,-122.32,2795,387100
37.55,-122.31,3931,354100
37.54,-122.31,1340,393800
37.54,-122.31,1946,385400
37.54,-122.31,1159,352800
37.55,-122.3,3675,342800
37.55,-122.31,507,272900
37.56,-122.31,1685,309700
37.56,-122.31,1727,316000
37.56,-122.31,1792,330100
37.56,-122.31,1351,292900
37.57,-122.31,1437,273700
37.57,-122.31,2197,271100
37.57,-122.3,1973,270900
37.56,-122.3,1962,271800
37.57,-122.3,2406,276100
37.56,-122.29,1693,339400
37.56,-122.3,1379,282000
37.56,-122.29,805,289400
37.56,-122.3,1873,274800
37.56,-122.29,6474,305800
37.55,-122.26,4576,443800
37.55,-122.26,1321,500001
37.55,-122.27,4789,338200
37.54,-122.26,2118,376000
37.55,-122.27,1958,483300
37.55,-122.28,4199,375700
37.56,-122.27,3211,292100
37.56,-122.27,4921,322200
37.54,-122.26,1422,327800
37.54,-122.26,3264,500001
37.54,-122.26,1649,417300
37.54,-122.27,2140,438800
37.54,-122.27,3913,419700
37.54,-122.27,2126,500001
37.56,-122.26,7283,391000
37.57,-122.26,7995,404000
37.56,-122.25,7976,430300
37.55,-122.29,3789,270100
37.54,-122.28,5114,293200
37.54,-122.29,2268,293200
37.54,-122.28,991,294200
37.54,-122.29,1459,298100
37.54,-122.29,1743,282400
37.53,-122.29,2043,310600
37.53,-122.28,5417,438000
37.53,-122.28,1980,310900
37.53,-122.27,1145,267400
37.53,-122.28,3710,286700
37.52,-122.29,4104,388100
